model_id,benchmark_id,performance,benchmark,benchmark_release_date,optimized,is_math,is_coding,model,date,source
m11,b29,0.6266666666666666,ScienceQA,2022-09-20,True,False,False,claude-3-haiku-20240307,2024-03-07,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone
m11,b3,0.149,MATH level 5,2021-03-05,True,True,False,claude-3-haiku-20240307,2024-03-07,Epoch evaluations
m11,b37,0.484,Winogrande,2019-07-24,True,False,False,claude-3-haiku-20240307,2024-03-07,"The Claude 3 Model Family: Opus, Sonnet, Haiku"
m11,b4,0.017017017017017015,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,claude-3-haiku-20240307,2024-03-07,Epoch evaluations
m110,b12,0.78,BoolQ,2019-05-24,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b20,0.8533333333333334,HellaSwag,2019-05-19,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b21,0.7979999999999999,LAMBADA,2016-06-20,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b24,0.608,MMLU,2020-09-07,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b25,0.5226666666666667,OpenBookQA,2018-09-08,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b28,0.6980000000000002,PIQA,2019-11-26,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b37,0.742,Winogrande,2019-07-24,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m110,b9,0.5706666666666665,ARC AI2,2018-03-14,True,False,False,falcon-180B,2023-09-06,The Falcon Series of Open Language Models
m111,b11,0.10133333333333334,BBH,2022-10-17,True,False,False,Llama-2-7b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m111,b12,0.558,BoolQ,2019-05-24,True,False,False,Llama-2-7b,2023-07-18,Qwen Technical Report
m111,b20,0.6960000000000001,HellaSwag,2019-05-19,True,False,False,Llama-2-7b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m111,b21,0.733,LAMBADA,2016-06-20,True,False,False,Llama-2-7b,2023-07-18,Qwen Technical Report
m111,b24,0.2706666666666666,MMLU,2020-09-07,True,False,False,Llama-2-7b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m111,b28,0.5759999999999998,PIQA,2019-11-26,True,False,False,Llama-2-7b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m111,b29,0.24106666666666662,ScienceQA,2022-09-20,True,False,False,Llama-2-7b,2023-07-18,ScienceQA leaderboard
m111,b33,0.721,TriviaQA,2017-05-09,True,False,False,Llama-2-7b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m111,b37,0.3840000000000001,Winogrande,2019-07-24,True,False,False,Llama-2-7b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m111,b9,0.2786666666666666,ARC AI2,2018-03-14,True,False,False,Llama-2-7b,2023-07-18,The Falcon Series of Open Language Models
m112,b11,0.19199999999999995,BBH,2022-10-17,True,False,False,Llama-2-13b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m112,b12,0.6480000000000001,BoolQ,2019-05-24,True,False,False,Llama-2-13b,2023-07-18,Qwen Technical Report
m112,b20,0.7426666666666667,HellaSwag,2019-05-19,True,False,False,Llama-2-13b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m112,b21,0.765,LAMBADA,2016-06-20,True,False,False,Llama-2-13b,2023-07-18,Qwen Technical Report
m112,b24,0.5933333333333333,MMLU,2020-09-07,True,False,False,Llama-2-13b,2023-07-18,Stanford CRFM Leaderboard
m112,b28,0.6159999999999999,PIQA,2019-11-26,True,False,False,Llama-2-13b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m112,b29,0.41039999999999993,ScienceQA,2022-09-20,True,False,False,Llama-2-13b,2023-07-18,ScienceQA leaderboard
m112,b33,0.7959999999999999,TriviaQA,2017-05-09,True,False,False,Llama-2-13b,2023-07-18,Gemma: Open Models Based on Gemini Research and Technology
m112,b37,0.45599999999999996,Winogrande,2019-07-24,True,False,False,Llama-2-13b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m112,b9,0.4706666666666666,ARC AI2,2018-03-14,True,False,False,Llama-2-13b,2023-07-18,The Falcon Series of Open Language Models
m113,b11,0.25466666666666665,BBH,2022-10-17,True,False,False,Llama-2-34b,2023-07-18,Qwen Technical Report
m113,b12,0.6740000000000002,BoolQ,2019-05-24,True,False,False,Llama-2-34b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m113,b24,0.5013333333333333,MMLU,2020-09-07,True,False,False,Llama-2-34b,2023-07-18,Qwen Technical Report
m113,b28,0.6380000000000001,PIQA,2019-11-26,True,False,False,Llama-2-34b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m113,b37,0.534,Winogrande,2019-07-24,True,False,False,Llama-2-34b,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m113,b9,0.39333333333333337,ARC AI2,2018-03-14,True,False,False,Llama-2-34b,2023-07-18,The Falcon Series of Open Language Models
m114,b11,0.532,BBH,2022-10-17,True,False,False,Llama-2-70b-hf ,2023-07-18,Qwen Technical Report
m114,b12,0.7719999999999998,BoolQ,2019-05-24,True,False,False,Llama-2-70b-hf ,2023-07-18,Qwen Technical Report
m114,b20,0.8039999999999999,HellaSwag,2019-05-19,True,False,False,Llama-2-70b-hf ,2023-07-18,Qwen Technical Report
m114,b21,0.789,LAMBADA,2016-06-20,True,False,False,Llama-2-70b-hf ,2023-07-18,Qwen Technical Report
m114,b24,0.5973333333333333,MMLU,2020-09-07,True,False,False,Llama-2-70b-hf ,2023-07-18,Stanford CRFM Leaderboard
m114,b28,0.6559999999999999,PIQA,2019-11-26,True,False,False,Llama-2-70b-hf ,2023-07-18,Qwen Technical Report
m114,b33,0.85,TriviaQA,2017-05-09,True,False,False,Llama-2-70b-hf ,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m114,b37,0.6040000000000001,Winogrande,2019-07-24,True,False,False,Llama-2-70b-hf ,2023-07-18,Llama 2: Open Foundation and Fine-Tuned Chat Models
m114,b9,0.7106666666666666,ARC AI2,2018-03-14,True,False,False,Llama-2-70b-hf ,2023-07-18,The Falcon Series of Open Language Models
m115,b11,0.040000000000000036,BBH,2022-10-17,True,False,False,falcon-7b,2023-04-24,Qwen Technical Report
m115,b12,0.506,BoolQ,2019-05-24,True,False,False,falcon-7b,2023-04-24,Qwen Technical Report
m115,b20,0.7079999999999999,HellaSwag,2019-05-19,True,False,False,falcon-7b,2023-04-24,Falcon2-11B Technical Report
m115,b21,0.7490000000000001,LAMBADA,2016-06-20,True,False,False,falcon-7b,2023-04-24,The Falcon Series of Open Language Models
m115,b24,0.1333333333333333,MMLU,2020-09-07,True,False,False,falcon-7b,2023-04-24,Falcon2-11B Technical Report
m115,b28,0.6059999999999999,PIQA,2019-11-26,True,False,False,falcon-7b,2023-04-24,Qwen Technical Report
m115,b37,0.3440000000000001,Winogrande,2019-07-24,True,False,False,falcon-7b,2023-04-24,Falcon2-11B Technical Report
m115,b9,0.3053333333333333,ARC AI2,2018-03-14,True,False,False,falcon-7b,2023-04-24,The Falcon Series of Open Language Models
m116,b11,0.16133333333333333,BBH,2022-10-17,True,False,False,falcon-40b,2023-03-15,Qwen Technical Report
m116,b12,0.6619999999999999,BoolQ,2019-05-24,True,False,False,falcon-40b,2023-03-15,Stanford HELM
m116,b20,0.8039999999999999,HellaSwag,2019-05-19,True,False,False,falcon-40b,2023-03-15,Falcon2-11B Technical Report
m116,b21,0.773,LAMBADA,2016-06-20,True,False,False,falcon-40b,2023-03-15,The Falcon Series of Open Language Models
m116,b24,0.4253333333333333,MMLU,2020-09-07,True,False,False,falcon-40b,2023-03-15,Falcon2-11B Technical ReportFalcon2-11B Technical Report
m116,b28,0.6599999999999999,PIQA,2019-11-26,True,False,False,falcon-40b,2023-03-15,Llama 2: Open Foundation and Fine-Tuned Chat Models
m116,b37,0.528,Winogrande,2019-07-24,True,False,False,falcon-40b,2023-03-15,Falcon2-11B Technical Report
m116,b9,0.492,ARC AI2,2018-03-14,True,False,False,falcon-40b,2023-03-15,The Falcon Series of Open Language Models
m117,b11,0.1413333333333334,BBH,2022-10-17,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m117,b12,0.5,BoolQ,2019-05-24,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m117,b20,0.6853333333333333,HellaSwag,2019-05-19,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m117,b21,0.7,LAMBADA,2016-06-20,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m117,b24,0.07733333333333332,MMLU,2020-09-07,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m117,b28,0.6119999999999999,PIQA,2019-11-26,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m117,b9,0.23466666666666666,ARC AI2,2018-03-14,True,False,False,mpt-7b,2023-05-05,Qwen Technical Report
m118,b12,0.5800000000000001,BoolQ,2019-05-24,True,False,False,chatglm2-6b,2023-06-24,Qwen Technical Report
m118,b21,0.5429999999999999,LAMBADA,2016-06-20,True,False,False,chatglm2-6b,2023-06-24,Qwen Technical Report
m118,b28,0.3919999999999999,PIQA,2019-11-26,True,False,False,chatglm2-6b,2023-06-24,Qwen Technical Report
m118,b9,0.48,ARC AI2,2018-03-14,True,False,False,chatglm2-6b,2023-06-24,Qwen Technical Report
m119,b11,0.16,BBH,2022-10-17,True,False,False,internlm-7b,2023-07-05,Qwen Technical Report
m119,b12,0.2819999999999998,BoolQ,2019-05-24,True,False,False,internlm-7b,2023-07-05,Qwen Technical Report
m119,b20,0.608,HellaSwag,2019-05-19,True,False,False,internlm-7b,2023-07-05,Qwen Technical Report
m119,b21,0.67,LAMBADA,2016-06-20,True,False,False,internlm-7b,2023-07-05,Qwen Technical Report
m119,b28,0.558,PIQA,2019-11-26,True,False,False,internlm-7b,2023-07-05,Qwen Technical Report
m119,b9,0.5933333333333333,ARC AI2,2018-03-14,True,False,False,internlm-7b,2023-07-05,Qwen Technical Report
m12,b1,0.3866666666666667,GPQA diamond,2023-11-20,True,False,False,claude-3-5-sonnet-20240620,2024-06-20,Epoch evaluations
m12,b15,0.175,Cybench,2024-08-15,True,False,True,claude-3-5-sonnet-20240620,2024-06-20,Cybench leaderboard
m12,b17,0.281,Factorio learning environment,2025-03-06,False,False,False,claude-3-5-sonnet-20240620,2024-06-20,Factorio Learning Environment Leaderboard
m12,b2,0.01,FrontierMath-2025-02-28-Private,2025-02-28,True,True,False,claude-3-5-sonnet-20240620,2024-06-20,Epoch evaluations
m12,b24,0.82,MMLU,2020-09-07,True,False,False,claude-3-5-sonnet-20240620,2024-06-20,Stanford CRFM Leaderboard
m12,b26,0.22,OSWorld,2024-04-11,True,False,False,claude-3-5-sonnet-20240620,2024-06-20,OS World Website
m12,b3,0.517,MATH level 5,2021-03-05,True,True,False,claude-3-5-sonnet-20240620,2024-06-20,Epoch evaluations
m12,b30,0.275,SimpleBench,2024-10-31,False,False,False,claude-3-5-sonnet-20240620,2024-06-20,SimpleBench Leaderboard
m12,b34,0.4666666666666666,VideoMME,2024-05-31,True,False,False,claude-3-5-sonnet-20240620,2024-06-20,Video-MME Leaderboard
m12,b35,0.33,VPCT,2025-01-30,False,False,False,claude-3-5-sonnet-20240620,2024-06-20,VPCT leaderboard
m12,b4,0.06406406406406406,OTIS Mock AIME 2024-2025,2024-12-19,True,True,False,claude-3-5-sonnet-20240620,2024-06-20,Epoch evaluations
m12,b5,0.32,SWE-Bench verified,2024-08-13,True,False,True,claude-3-5-sonnet-20240620,2024-06-20,Epoch evaluations
m120,b11,0.3666666666666667,BBH,2022-10-17,True,False,False,internlm-20b,2023-09-18,Qwen Technical Report
m120,b12,0.75,BoolQ,2019-05-24,True,False,False,internlm-20b,2023-09-18,Qwen Technical Report
m120,b20,0.7079999999999999,HellaSwag,2019-05-19,True,False,False,internlm-20b,2023-09-18,Qwen Technical Report
m120,b21,0.718,LAMBADA,2016-06-20,True,False,False,internlm-20b,2023-09-18,Qwen Technical Report
m120,b28,0.6059999999999999,PIQA,2019-11-26,True,False,False,internlm-20b,2023-09-18,Qwen Technical Report
m120,b9,0.7560000000000001,ARC AI2,2018-03-14,True,False,False,internlm-20b,2023-09-18,Qwen Technical Report
m121,b11,0.22133333333333338,BBH,2022-10-17,True,False,False,Baichuan-2-7B-Base,2023-09-20,Baichuan 2: Open Large-scale Language Models
m121,b12,0.264,BoolQ,2019-05-24,True,False,False,Baichuan-2-7B-Base,2023-09-20,Qwen Technical Report
m121,b20,0.5733333333333334,HellaSwag,2019-05-19,True,False,False,Baichuan-2-7B-Base,2023-09-20,Qwen Technical Report
m121,b21,0.733,LAMBADA,2016-06-20,True,False,False,Baichuan-2-7B-Base,2023-09-20,Qwen Technical Report
m121,b24,0.38933333333333336,MMLU,2020-09-07,True,False,False,Baichuan-2-7B-Base,2023-09-20,Baichuan 2: Open Large-scale Language Models
m121,b9,0.10000000000000002,ARC AI2,2018-03-14,True,False,False,Baichuan-2-7B-Base,2023-09-20,Qwen Technical Report
m122,b11,0.3093333333333334,BBH,2022-10-17,True,False,False,Baichuan-2-13B-Base,2023-09-06,Baichuan 2: Open Large-scale Language Models
m122,b12,0.3400000000000001,BoolQ,2019-05-24,True,False,False,Baichuan-2-13B-Base,2023-09-06,Qwen Technical Report
m122,b20,0.6106666666666666,HellaSwag,2019-05-19,True,False,False,Baichuan-2-13B-Base,2023-09-06,Qwen Technical Report
m122,b21,0.74,LAMBADA,2016-06-20,True,False,False,Baichuan-2-13B-Base,2023-09-06,Qwen Technical Report
m122,b24,0.4560000000000001,MMLU,2020-09-07,True,False,False,Baichuan-2-13B-Base,2023-09-06,Baichuan 2: Open Large-scale Language Models
m122,b28,0.5619999999999998,PIQA,2019-11-26,True,False,False,Baichuan-2-13B-Base,2023-09-06,Qwen Technical Report
m122,b9,0.17333333333333334,ARC AI2,2018-03-14,True,False,False,Baichuan-2-13B-Base,2023-09-06,Qwen Technical Report
m123,b11,0.11333333333333336,BBH,2022-10-17,True,False,False,LLaMA-7B,2023-02-24,Qwen Technical Report
m123,b12,0.53,BoolQ,2019-05-24,True,False,False,LLaMA-7B,2023-02-24,Qwen Technical Report
m123,b20,0.6813333333333332,HellaSwag,2019-05-19,True,False,False,LLaMA-7B,2023-02-24,LLaMA: Open and Efficient Foundation Language Models
m123,b21,0.733,LAMBADA,2016-06-20,True,False,False,LLaMA-7B,2023-02-24,Qwen Technical Report
m123,b24,0.1413333333333334,MMLU,2020-09-07,True,False,False,LLaMA-7B,2023-02-24,Qwen Technical Report
m123,b28,0.5959999999999999,PIQA,2019-11-26,True,False,False,LLaMA-7B,2023-02-24,Qwen Technical Report
m123,b29,0.1492,ScienceQA,2022-09-20,True,False,False,LLaMA-7B,2023-02-24,ScienceQA leaderboard
m123,b37,0.4019999999999999,Winogrande,2019-07-24,True,False,False,LLaMA-7B,2023-02-24,LLaMA: Open and Efficient Foundation Language Models
m123,b9,0.3013333333333334,ARC AI2,2018-03-14,True,False,False,LLaMA-7B,2023-02-24,Qwen Technical Report
m124,b11,0.17200000000000001,BBH,2022-10-17,True,False,False,LLaMA-13B,2023-02-27,Qwen Technical Report
m124,b12,0.5740000000000001,BoolQ,2019-05-24,True,False,False,LLaMA-13B,2023-02-27,Qwen Technical Report
m124,b20,0.7226666666666667,HellaSwag,2019-05-19,True,False,False,LLaMA-13B,2023-02-27,LLaMA: Open and Efficient Foundation Language Models
m124,b21,0.752,LAMBADA,2016-06-20,True,False,False,LLaMA-13B,2023-02-27,Qwen Technical Report
m124,b24,0.3026666666666667,MMLU,2020-09-07,True,False,False,LLaMA-13B,2023-02-27,Qwen Technical Report
